가맹점구분번호,상권,업종,risk_score_xgb
81C9699D0D,뚝섬,동남아/인도음식,0.011253603
81E3DAF03B,성수,한식-단품요리일반,0.014708706
81F1EA7323,뚝섬,한식-국밥/설렁탕,0.011925722
81FB160AA4,성수,미곡상,0.000698766
82090124F0,뚝섬,카페,0.008702042
820A26A28C,왕십리,한식-육류/고기,0.009175226
821200D58F,성수,일식당,0.007698532
8219FA9E99,성수,한식-국수/만두,0.005509943
8221C4D066,왕십리,한식-국수/만두,0.001238285
8234005757,왕십리,담배,0.000348238
82383253D7,옥수,피자,0.01925654
823EAE1BFC,마장동,축산물,0.008948847
825BEADB27,성수,일식당,0.025493944
825CCFE2CE,마장동,축산물,0.001969739
827A8265A3,왕십리,분식,0.004441104
82917C822C,성수,한식-단품요리일반,0.013648154
82951B7A54,옥수,양식,0.00216656
82AE38978E,뚝섬,일식당,0.011242054
82B3D8ED9E,답십리,호프/맥주,0.011922591
82D491E6AB,왕십리,커피전문점,0.007651253
82E38303DD,한양대,양식,0.003467959
82E74E7BC1,성수,백반/가정식,0.07256842
82F292A867,장한평자동차,식료품,0.001231183
82FE8B6C05,행당,한식-육류/고기,0.000247511
830D91CD85,옥수,치킨,0.000128529
831DD29FAB,한양대,카페,0.005326496
832EC92421,신금호,치킨,0.005781513
8334F2D489,행당,샌드위치/토스트,0.03296698
833D6DB650,한양대,한식-단품요리일반,0.006446819
83452EE395,답십리,요리주점,0.000314022
837F9F44DC,한양대,아이스크림/빙수,0.006987647
838461E308,성수,백반/가정식,0.007195886
83900DDFE0,마장동,축산물,0.000801823
83A0FDAFA7,마장동,축산물,0.000636113
8425C2D133,마장동,한식-육류/고기,0.00381952
842D25724F,왕십리,커피전문점,0.027826255
84407A0DDB,옥수,분식,0.000142656
844744615F,답십리,백반/가정식,0.007408524
844C36220E,답십리,한식-육류/고기,0.000108709
844FB79595,마장동,축산물,0.006619512
8452B8C46E,답십리,농산물,0.007898379
8453597178,뚝섬,피자,0.000867223
84590CFA26,왕십리,아이스크림/빙수,0.003175315
84645AB900,뚝섬,양식,0.07710671
84768B892E,성수,이자카야,0.002748771
848399AA13,답십리,한식-육류/고기,0.004385819
84840BD483,성수,한식-육류/고기,0.04200796
84C2CF5A0F,마장동,축산물,0.002841745
84C49C7222,왕십리,한식-육류/고기,0.07401977
84C667217B,왕십리,한식-해물/생선,0.003624861
85042E07C2,왕십리,중식당,0.00105794
85265A7A7A,성수,한식-육류/고기,0.001315787
8532370698,한양대,포장마차,0.002152416
8532D4C362,한양대,카페,0.09627846
85630A8BAA,마장동,축산물,0.017047642
856F0FE484,성수,한식-국수/만두,0.032569822
857B7267B0,성수,베이커리,0.024023723
8580604818,한양대,분식,0.001690693
85A3A72B48,성수,한식-육류/고기,0.002679346
85AE872C0E,한양대,식료품,0.000276329
85B1514422,왕십리,축산물,0.000125243
85C6B72386,장한평자동차,커피전문점,0.003082987
85D8F9D9BB,뚝섬,백반/가정식,0.012441319
86129404BB,답십리,커피전문점,0.011139995
86167864F2,옥수,일식당,0.002070255
86263312C9,한양대,샌드위치/토스트,0.020043446
862A6A9582,답십리,한식-단품요리일반,0.004923221
863104F16A,성수,한식-육류/고기,0.023279311
8634C80463,왕십리,룸살롱/단란주점,0.00050879
8640E83EC0,마장동,축산물,0.039922807
864DADCA45,왕십리,백반/가정식,0.000737163
867564A1CD,성수,백반/가정식,0.004049162
868FFBF701,왕십리,일식당,0.3341305
869B2C170B,성수,일반 유흥주점,0.00020201
869C372EFC,옥수,카페,0.010413546
86B7149C4A,답십리,분식,0.000640702
86C00477EB,한양대,룸살롱/단란주점,0.002414951
86D0C43DB4,왕십리,농산물,0.003044953
86D332A825,성수,샌드위치/토스트,0.00912175
86D853E501,왕십리,식료품,0.000548584
86D8C44904,뚝섬,양식,0.02252107
86DFE48F6F,왕십리,일식당,0.002179629
86EC52846C,뚝섬,동남아/인도음식,0.005443468
870775BC01,신금호,한식-육류/고기,0.003177695
8710E5DDEE,금남시장,포장마차,0.022959959
8722E9522F,성수,일식-덮밥/돈가스,0.01044385
8749D150F3,뚝섬,한식-해물/생선,0.00647877
874FCFE46F,성수,한식-육류/고기,0.01588842
87500B57DE,성수,동남아/인도음식,0.004930716
875116B12A,행당,떡/한과 제조,0.00296776
87569153FF,마장동,한식-육류/고기,0.0046732
877441E8F5,답십리,베이커리,0.000454046
87BD99FCEF,왕십리,동남아/인도음식,0.005649897
87CD1EAFC6,뚝섬,백반/가정식,0.005900241
87D1FC164F,한양대,피자,0.14492789
87E8D36DE6,뚝섬,백반/가정식,0.05699886
87EDA03BF6,한양대,호프/맥주,0.002175752
87EDAB1CB3,성수,호프/맥주,0.003364823
87F32C98C1,금남시장,청과물,0.005686341
88106077FD,왕십리,카페,0.011554685
88187168C9,성수,한식-국수/만두,0.012341406
882533C9E4,성수,백반/가정식,0.001885435
882C56DA42,성수,중식당,0.024919402
88324FFE01,왕십리,백반/가정식,0.002466224
88375A5971,왕십리,분식,0.005529084
8839A42F11,마장동,룸살롱/단란주점,0.009575462
884843D6AE,왕십리,한식-해물/생선,0.015660422
885A9CCE76,성수,와인바,0.04205404
8.87E+21,,,0.003209908
88714937FD,뚝섬,한식-국수/만두,0.02823902
887F609C60,왕십리,한식-육류/고기,0.013551297
8884E46F9D,왕십리,중식당,0.005656896
888828B4FB,마장동,식료품,0.002555339
8894E49C2B,뚝섬,한식-육류/고기,0.015545772
88B36E48D9,금남시장,룸살롱/단란주점,0.002141591
88D02E190E,성수,일식당,0.028090699
88DDED98E7,왕십리,베이커리,0.002630512
88E4663BB3,성수,한식-단품요리일반,0.018191384
88E81CCBFD,장한평자동차,식료품,0.000417534
88F30EBFE9,왕십리,한식-냉면,0.000858939
890A5CC5E0,신금호,백반/가정식,0.006772824
891AEAE4A4,왕십리,포장마차,0.011382349
892B53ACE9,한양대,백반/가정식,0.021963188
8934C5353C,마장동,백반/가정식,0.001458351
8939E02566,성수,일식당,0.05306121
893B7A1CDB,성수,분식,0.0164396
893D79E6DA,신금호,중식당,0.016309714
8941E2A3A0,마장동,축산물,0.003711338
894B24DE7E,왕십리,한식-해물/생선,0.004398684
895BBD5C5B,성수,카페,0.037283964
8960400ECA,성수,베이커리,0.022301475
896B3E4961,행당,식료품,0.001719847
8980D26E8D,금남시장,백반/가정식,0.00588833
8985D82F2F,금남시장,미곡상,0.004412566
898632E7CF,한양대,일식당,0.024703307
89D3C820E9,성수,카페,0.056079503
89D9C04122,왕십리,일식당,0.000321355
89DFC2D95C,뚝섬,백반/가정식,0.010107486
89E10906CA,한양대,중식당,0.00035977
89F36844AE,왕십리,커피전문점,0.1788765
8A26E12861,뚝섬,한식-찌개/전골,0.04824233
8A38507519,성수,일식당,0.006784657
8A4528C2DE,뚝섬,한식-국밥/설렁탕,0.24928334
8A5378CE22,한양대,커피전문점,0.10829194
8A9ADB6743,성수,양식,0.00426909
8AA06764E9,왕십리,반찬,0.038164724
8ABD74319E,마장동,룸살롱/단란주점,0.01809683
8ACBECB172,한양대,샌드위치/토스트,0.001097313
8ACE476158,한양대,호프/맥주,0.009429567
8ACF85E477,성수,양식,0.005004753
8AD0AE30E8,금남시장,한식-육류/고기,0.09758794
8AD6B5D807,왕십리,치킨,0.008289611
8B0A9AC171,답십리,카페,0.012657593
8B132478F2,성수,한식-단품요리일반,0.018137777
8B137D6875,성수,일반 유흥주점,0.006227433
8B1D7FD077,성수,한식-육류/고기,0.05917544
8B23667254,성수,카페,0.09254025
8B4134D934,뚝섬,일반 유흥주점,0.017594332
8B9E003063,뚝섬,양식,0.001314998
8BA38E4DD1,성수,일식-덮밥/돈가스,0.03054328
8BA83008CB,뚝섬,커피전문점,0.02273172
8BA8BCCA0D,왕십리,커피전문점,0.009216169
8BB9732BBC,답십리,식료품,0.006629286
8BD1977593,왕십리,치킨,0.000784027
8BD25C78F3,한양대,일식당,0.010435879
8BD86B08D1,왕십리,백반/가정식,0.001162428
8BF6153353,성수,백반/가정식,0.000908146
8BFD98E420,왕십리,한식-해물/생선,0.002270852
8BFDD0339E,옥수,카페,0.00121735
8C0919784F,성수,양식,0.003615127
8C29C85978,왕십리,양식,0.01315603
8C3A8E3FD0,옥수,베이커리,0.00019719
8C57DE46AA,신금호,중식당,0.060567483
8C6E34858D,왕십리,한식-단품요리일반,0.007336751
8C8645E2B5,옥수,일반 유흥주점,5.43E-05
8C96D7ED90,성수,카페,0.07116818
8C98E1C09B,뚝섬,피자,0.003231525
8CA0382A69,성수,카페,0.011379553
8CA6B75925,뚝섬,요리주점,0.26560652
8CA71260B2,마장동,분식,0.03967176
8CF0FD6C6A,금남시장,한식-해물/생선,0.000304838
8CF39A31E0,성수,일식-샤브샤브,0.8282534
8D0193EAB3,성수,백반/가정식,0.006919146
8D18C2E99F,왕십리,카페,0.003622209
8D1EB6E432,왕십리,한식-육류/고기,0.009083767
8D25E9227C,성수,한식-해물/생선,0.001766963
8D2F0E9170,금남시장,한식-단품요리일반,0.00827706
8D3B01376B,행당,축산물,0.000127136
8D4E12726C,성수,아이스크림/빙수,0.001686604
8D50B47A2E,행당,미곡상,0.010848638
8D65C5B594,뚝섬,아이스크림/빙수,0.000176803
8D7C69A199,성수,커피전문점,0.23704837
8D8246AFD2,한양대,아이스크림/빙수,0.001958824
8D93FA8AF3,행당,베이커리,0.000780276
8DD2137D28,성수,요리주점,0.054377098
8DDCE4944D,뚝섬,카페,0.005427796
8DF11B2C5A,왕십리,양식,0.018623888
8DFBA8E48F,왕십리,한식-국밥/설렁탕,0.061711855
8E1FCF09CD,행당,분식,0.019413915
8E2D448FF9,마장동,축산물,0.00391684
8E3ACDFC79,왕십리,한식-국수/만두,0.000343747
8E3B9888E3,한양대,커피전문점,0.004434513
8E6AC8C283,뚝섬,한식-국수/만두,0.01810588
8E6C738921,성수,치킨,0.012000728
8E8B1D725E,금남시장,한식-단품요리일반,0.000985111
8EA61A843E,성수,아이스크림/빙수,0.008732811
8EAFB1D483,성수,치킨,0.002469073
8EC31C80FF,성수,백반/가정식,0.018543193
8ED47EF2DD,왕십리,한식-해물/생선,0.06011035
8ED8FEB618,성수,아이스크림/빙수,0.010627684
8EDC8EDB1E,성수,한식-국수/만두,0.002970034
8EE88EAB44,금남시장,백반/가정식,0.000604806
8EE981921E,마장동,치킨,0.001086297
8EF97B1238,성수,일반 유흥주점,0.082915194
8F05244173,행당,베이커리,0.000548292
8F1003CA95,금남시장,분식,0.000992007
8F1BE98A86,왕십리,한식-단품요리일반,0.000376913
8F21F5ED8C,성수,일식당,0.05405461
8F2E3CF4D7,왕십리,축산물,0.02094494
8F48DAD41C,마장동,호프/맥주,0.001610512
8F5D58EB68,왕십리,한식-단품요리일반,0.000750229
8F61B3A0B2,성수,식료품,0.000227599
8F6BDD4F8F,신금호,호프/맥주,0.003497233
8F6C066370,마장동,축산물,0.000865526
8F726BF561,뚝섬,한정식,0.007217659
8F7DEDE719,왕십리,호프/맥주,0.015032784
8F839093AF,답십리,한식-육류/고기,0.003286152
8FD5E8CD5C,한양대,백반/가정식,0.00374231
8FF6E51D2C,행당,청과물,0.003544148
90224EC511,금남시장,치킨,0.005807758
9029249DA3,뚝섬,카페,0.013310236
9041A4EB80,뚝섬,카페,0.001773961
9042A5401C,장한평자동차,카페,0.9191638
90644ECF42,왕십리,카페,0.017860396
9070B8640F,성수,한식-국밥/설렁탕,0.019810596
90825ECD46,뚝섬,식료품,0.07210831
908B8FB682,성수,백반/가정식,0.24867566
9092940228,뚝섬,분식,0.019854877
90A64A1805,왕십리,베이커리,0.002670692
90A718A704,금남시장,베이커리,0.000168471
90AFF4E6B1,한양대,호프/맥주,0.3789219
90B44E35DE,성수,한식-해물/생선,0.016853895
90BB88D55E,왕십리,요리주점,0.015737435
90C18D7863,답십리,축산물,0.016075866
90C54E3D50,성수,베이커리,0.013646068
90D9F5AEB2,성수,와인바,0.001630428
9113E6AA56,왕십리,축산물,0.041181263
9133ECC312,왕십리,주류,0.000658574
9149125725,성수,양식,0.00300628
91674C873A,성수,한식-단품요리일반,0.01312594
916A68D648,성수,한식-단품요리일반,0.16552478
9174DFCA58,왕십리,일반 유흥주점,0.00511331
9192973649,마장동,축산물,0.04105381
9194148F99,성수,양식,0.004932913
91988A5415,성수,베이커리,0.03230397
91BC1C6D21,왕십리,일반 유흥주점,0.000117006
91BD541A0F,성수,호프/맥주,0.007380766
9215C7F055,답십리,한식-육류/고기,0.000122084
9.22E+12,,,0.003209908
9218EE2A57,마장동,카페,0.000400445
921F25CC9D,신금호,청과물,0.034725703
92319F9F84,성수,분식,0.000655099
923C5B0B85,성수,중식당,0.009600022
925AC1B723,성수,백반/가정식,0.005700648
92615FFF8B,한양대,치킨,0.00067386
9287BD85F2,뚝섬,호프/맥주,0.007448129
929615BC0A,뚝섬,커피전문점,0.000497392
92ACC6CE0C,왕십리,한식-국밥/설렁탕,0.000797233
92AE5ED1DA,뚝섬,백반/가정식,0.002322363
92B0D7B1BB,성수,요리주점,0.015957624
92B5E6E8E9,왕십리,양식,0.016352518
92D902E4D5,금남시장,축산물,0.008504461
92FF17F070,성수,한식-단품요리일반,0.010134223
9300D17DDE,한양대,한식-육류/고기,0.04224915
9304FF81A2,장한평자동차,한식-국밥/설렁탕,0.13709502
9313D39511,마장동,농산물,0.000789096
9314CB7768,금남시장,한식-육류/고기,0.002865654
932E799577,성수,양식,0.009658821
932F4562E9,왕십리,양식,0.001087499
933122CC60,금남시장,분식,0.012977085
9345D90AE7,왕십리,한식-단품요리일반,0.04486847
9350A78BD7,한양대,꼬치구이,0.007827216
935994591A,마장동,축산물,0.000755114
936ABF3C7F,뚝섬,한식-육류/고기,0.008262176
9371F76478,뚝섬,백반/가정식,0.010314387
937948A121,답십리,백반/가정식,8.57E-05
9385DC7BDB,마장동,백반/가정식,6.55E-05
93BD9DB8F1,옥수,치킨,0.003551299
93CECB5143,왕십리,양식,0.01599958
93D9B9CC54,마장동,축산물,0.005126491
93DD2BDC37,왕십리,한식-해물/생선,0.001353467
93EC04859E,왕십리,한식-단품요리일반,0.002409793
93F44D89BB,행당,백반/가정식,0.008967905
93F595E5D2,왕십리,한식-단품요리일반,0.006482327
9402DC5480,왕십리,양식,0.00084189
94128748C0,성수,치킨,0.007472393
942B127362,뚝섬,백반/가정식,0.014344903
943BBD5F30,뚝섬,테이크아웃커피,0.001469996
94502BA9DC,뚝섬,카페,0.009151734
946258597D,마장동,한식-육류/고기,0.00429175
946BE40BF1,한양대,일식당,0.001126445
9476AD97B9,마장동,축산물,0.023385372
94795C00AE,성수,중식당,0.002499773
94864656C3,장한평자동차,한식-육류/고기,0.00090845
94AC53C528,금남시장,한식-육류/고기,0.1359639
94B04233D8,뚝섬,한식-해물/생선,0.001297543
94B1AD89FE,뚝섬,백반/가정식,0.00783365
94C8165F35,옥수,백반/가정식,0.000610829
94D1FFE0F6,왕십리,일식당,0.007207017
94F3CA422B,성수,백반/가정식,0.001926966
950EA7A1A2,뚝섬,백반/가정식,0.017346583
953592B09D,왕십리,이자카야,0.015221307
95697BBAEC,뚝섬,아이스크림/빙수,0.000296821
9592C66510,성수,백반/가정식,0.004515776
95B2C3A482,왕십리,아이스크림/빙수,0.002998122
95C390B637,한양대,카페,0.003309321
95CED9DF82,뚝섬,분식,0.038865734
95E0DF59CC,금남시장,양식,0.025745444
95EBE36D82,한양대,식품 제조,0.005553837
96029D2561,답십리,일식당,0.014020939
9608F27C4D,뚝섬,한식-단품요리일반,0.007343369
9635DC4359,성수,축산물,0.005854624
9.64E+51,,,0.003209908
9643B485DF,한양대,커피전문점,0.070352904
9656D883D6,금남시장,한식-육류/고기,0.009725642
966680A20F,뚝섬,커피전문점,0.000843716
96694B7FF6,금남시장,일식당,0.011884106
96728A7226,뚝섬,카페,0.00670413
9676184554,왕십리,베이커리,0.005349154
9676392FCC,금남시장,건어물,0.005109362
968834B420,뚝섬,한식-찌개/전골,0.051013533
969C25043A,금남시장,베이커리,0.000653139
96A00BF6D0,옥수,베이커리,0.001627867
96A6277F2E,답십리,한식-냉면,0.000972183
96AD55E474,뚝섬,한식-단품요리일반,0.005506309
96BE5D7758,성수,한식-육류/고기,0.013807001
96CC46E113,성수,카페,0.000912607
9710E13DA5,금남시장,한식-단품요리일반,0.0216209
972280B725,왕십리,백반/가정식,0.001922227
9734D7A3A7,답십리,한식뷔페,0.001456618
9743B78531,옥수,양식,5.31E-05
9748DB8705,왕십리,담배,0.004241146
9749F65AAB,왕십리,한식-단품요리일반,0.000601074
975338EB45,왕십리,햄버거,0.000425824
97583174C1,금남시장,포장마차,0.02906285
975CAF71FE,마장동,축산물,0.015538555
9763A314E7,왕십리,한식-해물/생선,0.000171603
9769F49AB2,마장동,축산물,0.049179606
97852377C5,뚝섬,치킨,0.000971664
978A3E2554,뚝섬,백반/가정식,0.009245103
97BB136954,왕십리,한식-육류/고기,0.31590056
97D87E3C1B,성수,백반/가정식,0.003284542
97F13CDA75,금남시장,일식당,0.039491598
97F4462B0F,뚝섬,한식-단품요리일반,0.016461387
97FAE8D665,한양대,한식-육류/고기,0.00125402
98320C58CB,왕십리,호프/맥주,0.018635688
98356F2FBA,왕십리,한식-해물/생선,0.004069632
9845793AAE,성수,중식당,0.048404574
984E520E5D,뚝섬,일반 유흥주점,0.016414747
9852E1C1E8,왕십리,한식-해물/생선,0.00650276
9853358A8C,답십리,치킨,0.051492274
9869644D22,마장동,축산물,0.011319633
9892E5745E,성수,농산물,0.008574931
98ACFD8C28,한양대,한식-해물/생선,0.006036179
98BA99BFE9,뚝섬,축산물,3.62E-05
98C0A088C7,금남시장,농산물,0.003468216
98C1A0A96B,한양대,일식-덮밥/돈가스,0.040280513
98C7FA4198,뚝섬,백반/가정식,0.034098063
98C81699B7,뚝섬,일식-초밥/롤,0.07895553
98FBEBF96C,왕십리,분식,0.003425408
9911CB0D95,마장동,카페,0.26841515
9918AC572D,옥수,베이커리,0.00033762
991AACE110,성수,요리주점,0.015078971
9934EF5B85,뚝섬,한식-단품요리일반,0.014305973
9952AAC240,옥수,베이커리,5.22E-05
995AA17CD7,마장동,축산물,0.006299867
995D6B6C92,뚝섬,카페,0.003992358
995EDF27A3,성수,베이커리,0.005327895
9.97E+102,,,0.003209908
9972114004,왕십리,카페,0.010328571
99730CC7C5,왕십리,요리주점,0.001297369
9977D38E3F,행당,샌드위치/토스트,0.010168958
9978494070,성수,일식당,0.036682285
998702EE5E,마장동,축산물,0.03793538
99973542B9,마장동,카페,0.07304935
999B6B5297,한양대,분식,0.04877367
99A8865F14,금남시장,떡/한과 제조,0.004842753
99C504D739,한양대,아이스크림/빙수,0.002376098
99DD3929E7,왕십리,한식-해물/생선,0.001457087
99EA6AF2C9,왕십리,한식-육류/고기,0.002418896
99FF67EFD4,성수,한식-육류/고기,0.007247814
9A012C0993,성수,식료품,0.000218295
9A0EC55599,왕십리,커피전문점,0.048471794
9A27CDDD2A,뚝섬,커피전문점,0.001894937
9A2D5845EB,한양대,한식-육류/고기,0.055813078
9A37DEDA8A,성수,한식-감자탕,0.021221036
9A40BD3F2E,뚝섬,한식-단품요리일반,0.004687152
9A4D14C1AA,뚝섬,치킨,0.007032986
9A56B5D116,금남시장,백반/가정식,0.001097856
9A64F9D3E4,성수,양식,0.05583602
9A71D71270,마장동,식품 제조,0.001496216
9A750B743F,뚝섬,백반/가정식,0.007531154
9A9106F100,마장동,축산물,0.00090528
9A9ADB69FB,왕십리,카페,0.016013497
9A9F63379E,뚝섬,한식-육류/고기,9.14E-05
9AA2D092B7,한양대,아이스크림/빙수,0.003728078
9AB9BE98E4,성수,카페,0.007867813
9ABB023176,신금호,일식당,0.10466733
9AC64E44C1,성수,백반/가정식,0.002244691
9AD3FE4011,금남시장,아이스크림/빙수,0.005816697
9AE54FE931,금남시장,베이커리,0.002083046
9AFD0B9DFA,왕십리,일식당,0.023820894
9AFEF6448B,성수,카페,0.011479592
9B061FC959,성수,치킨,0.006222103
9B0DD78098,답십리,한식-해물/생선,0.001842242
9B39FC5C56,성수,한식-육류/고기,0.005176778
9B4EED47A6,한양대,한식-육류/고기,0.000224834
9B6F07D54C,성수,한식-육류/고기,0.001207979
9B746411BA,옥수,백반/가정식,5.27E-05
9B74A58D26,왕십리,베이커리,0.000470989
9B75EF851F,성수,식료품,0.001447806
9B88CEAD32,성수,한식-단품요리일반,0.015444219
9B97EB469A,답십리,분식,0.19049104
9B9E1448A4,행당,식료품,0.024302818
9BA9EBEA37,왕십리,한식-육류/고기,0.001871876
9BF052D283,뚝섬,식료품,0.00138116
9C1036E322,왕십리,일식-덮밥/돈가스,0.001457781
9C19A99FAE,성수,일반 유흥주점,0.009354958
9C2549FF31,성수,농산물,0.06984209
9C3495D73F,한양대,도시락,0.000871281
9C38AF2E2C,성수,한식-죽,0.12765561
9C3EC0EDDC,성수,카페,0.008141361
9C542A99A9,행당,치킨,0.002721038
9C580867E4,한양대,축산물,0.005102844
9C5E0BDC5F,왕십리,농산물,0.000175186
9C602C8E96,금남시장,요리주점,0.004198016
9C94746856,금남시장,치킨,0.019236786
9CAEFAC424,성수,한식-육류/고기,0.05068172
9CC514117B,한양대,한식-찌개/전골,0.018910635
9CD0B652B8,왕십리,인삼제품,0.000181849
9CD4728087,마장동,한식-육류/고기,0.020884939
9CF8A5D7BA,성수,한식-육류/고기,0.014741519
9D085B6A2F,장한평자동차,백반/가정식,0.009145894
9D1FE7C12C,행당,식료품,0.03219749
9D2AB94FB8,왕십리,한식-육류/고기,0.007534448
9D2CF29F75,성수,일반 유흥주점,0.000775512
9D2DDAAB87,행당,백반/가정식,0.0576161
9D2E924E3E,왕십리,동남아/인도음식,0.001373244
9D343EC3C4,성수,식품 제조,0.03860193
9D398728FE,성수,한식-단품요리일반,0.02619422
9D63C0B760,뚝섬,양식,0.01586767
9D72F83B30,왕십리,농산물,0.000603349
9D837FF7F3,성수,한식-육류/고기,0.00606749
9DA9844737,뚝섬,커피전문점,0.021001307
9DB54B4166,왕십리,한식-육류/고기,0.022399275
9DB801DF04,한양대,포장마차,0.000972223
9DB8C036CD,한양대,포장마차,0.002290346
9DBBC0BC17,금남시장,커피전문점,0.005215277
9DE30019C9,성수,커피전문점,0.013817713
9DE5AC9FFD,성수,커피전문점,0.008481521
9DF1B9E016,뚝섬,베이커리,0.000996171
9DFF61DC0F,뚝섬,일식당,0.027313696
9E02C6BC7C,성수,일반 유흥주점,0.014502749
9E0BA26F39,성수,한식-해물/생선,0.027465405
9E161EE38E,뚝섬,동남아/인도음식,0.009077078
9E1B58CB83,성수,한식-단품요리일반,0.31401142
9E2D544C88,한양대,포장마차,0.001015592
9E304D405E,한양대,일식당,0.01830216
9E3A686B70,뚝섬,베이커리,0.014838737
9E3D0E7F50,뚝섬,동남아/인도음식,0.004979793
9E3E2C654F,왕십리,커피전문점,0.014085899
9E4161542A,성수,식료품,0.001112611
9E60F0517D,신금호,반찬,0.14398935
9E656CB539,마장동,축산물,0.018007753
9E719E496C,뚝섬,카페,0.002694395
9ED42062FD,왕십리,카페,0.021340515
9EE29A7918,뚝섬,수산물,0.00290883
9F05CCB29C,왕십리,농산물,0.001207927
9F081EE339,성수,호프/맥주,0.009571673
9F2544F7AA,한양대,피자,0.1211196
9F2719B624,성수,요리주점,0.002509122
9F35038F41,금남시장,일식-샤브샤브,0.008350624
9F3DC019F2,성수,한정식,0.010454657
9F42371A46,성수,커피전문점,0.001554249
9F5031D2E1,성수,일반 유흥주점,0.011497804
9F524F74CC,옥수,한식-해물/생선,0.00173358
9F5EE1AC15,뚝섬,치킨,0.006716236
9F71F05B15,왕십리,한식-단품요리일반,0.016045362
9F7E6E0B21,왕십리,카페,0.025937665
9F920B9CA9,행당,베이커리,0.066913895
9FA86D6876,뚝섬,한식-국수/만두,0.004645282
9FBE5BF7CF,성수,커피전문점,0.005266338
9FE4CA2E40,행당,중식당,0.045424767
9FF4B1EA10,답십리,일식당,0.000421961
9FF6A227B7,왕십리,한식-단품요리일반,0.008332405
9FF9872DBD,한양대,치킨,0.002570076
9FFE31B3A0,왕십리,꼬치구이,0.003578845
A026B58660,뚝섬,양식,0.030292122
A03C9ACB92,마장동,한식-육류/고기,0.000451207
A05282EFE7,옥수,식료품,0.000385446
A0615EE5D9,금남시장,한식-단품요리일반,0.009923105
A08E13694C,성수,백반/가정식,0.00285245
A0995D635E,마장동,축산물,0.002019772
A0A1FF8F0B,뚝섬,카페,0.001093746
A0BBC6838F,마장동,축산물,0.15752667
A0C37B29DA,마장동,축산물,0.001214057
A0CE4F5DE8,행당,식료품,0.002212189
A0EB1A75A7,성수,한식-단품요리일반,0.43962598
A0ECC5DBE5,뚝섬,샌드위치/토스트,0.00724415
A0EDA785C0,뚝섬,요리주점,0.04374787
A0F7C57228,뚝섬,한식-해물/생선,0.07636323
A0FFF7EBFF,왕십리,일식당,0.004897814
A107D94EC1,왕십리,호프/맥주,0.006388496
A117CDA53E,성수,한식-단품요리일반,0.008958066
A149A462C3,금남시장,아이스크림/빙수,0.017855778
A153724F2C,뚝섬,일반 유흥주점,0.010811578
A1546D188A,왕십리,한식-육류/고기,0.000142104
A162796238,성수,한식-육류/고기,0.018206587
A17BCB86AE,왕십리,한식-육류/고기,0.010454006
A1886B3C8E,답십리,카페,0.63542736
A194A2CDE5,뚝섬,농산물,0.04153664
A1A28A186C,왕십리,일반 유흥주점,0.001255324
A1A793329B,성수,샌드위치/토스트,0.055513714
A1B1D7C33E,성수,일식-덮밥/돈가스,0.029045278
A1B826773C,마장동,축산물,0.001133607
A1DD765AC4,뚝섬,한식-찌개/전골,0.000895068
A1EFA7F3A4,금남시장,반찬,0.009075169
A1FFD25FC7,금남시장,한식-육류/고기,0.000378147
A23C892A48,옥수,수산물,0.043972384
A242CDED34,왕십리,한식-육류/고기,0.000522371
A248404D2E,답십리,이자카야,0.000272498
A256E0BDFC,성수,한식-육류/고기,0.005011288
A294998B2B,신금호,분식,0.004894093
A2974AB3F0,왕십리,축산물,0.018005183
A29B6BBC99,성수,양식,0.005327958
A2A41AAC50,왕십리,카페,0.003292341
A2BE23B78B,왕십리,주류,0.016837753
A2C52B6B6A,성수,한식-단품요리일반,0.45421323
A2D9C941A9,행당,커피전문점,0.002341566
A2DEC8B8B8,성수,식료품,0.000620975
A2E3C22A56,성수,한식-국밥/설렁탕,0.003174875
A2ECEC9C8C,왕십리,축산물,0.02210349
A2F31AB139,성수,한식-단품요리일반,0.023220798
A306307EAE,옥수,백반/가정식,0.004490473
A317F15BD9,왕십리,한식-단품요리일반,0.005701243
A31F4B0838,뚝섬,와인바,0.008408985
A3298F3389,성수,백반/가정식,0.008878309
A33442D657,뚝섬,카페,0.042768713
A3550D0BEC,답십리,일식-덮밥/돈가스,0.000980244
A35823D681,금남시장,베이커리,0.000249522
A364FF986F,답십리,일반 유흥주점,0.007112625
A3729FF322,한양대,한식-해물/생선,0.000492531
A3801B70AE,행당,분식,0.028401097
A40A42D539,성수,백반/가정식,0.001137799
A412739857,뚝섬,카페,0.014084687
A41AFFA748,왕십리,한식-육류/고기,0.001703347
A42F386CE4,왕십리,포장마차,0.002441081
A4369EE806,행당,반찬,0.07613471
A43C78D6AE,옥수,백반/가정식,0.038529396
A43D9F5A0D,한양대,베이커리,0.003797666
A4554B2296,성수,한식-육류/고기,0.016531859
A462C0C36E,성수,식료품,0.001709467
A479497AF2,성수,일식-우동/소바/라면,0.20130572
A4A1BC46DF,뚝섬,카페,0.010397024
A4A6A57812,한양대,한식-육류/고기,0.053911384
A4B6E8F2A9,금남시장,농산물,0.17009223
A4B767188E,마장동,한식-해물/생선,0.001875897
A4B8D9B260,한양대,이자카야,0.012201038
A4CF81DD03,마장동,한식-육류/고기,0.008235443
A4D5BDDEDF,답십리,백반/가정식,0.09386886
