가맹점구분번호,가맹점명,가맹점주소,가맹점지역,브랜드구분코드,업종,상권,개설일,폐업일,comp_intensity,market_churn_rate_4w,same_industry_sales_ratio,customer_fit_score,avg_survival_months,Δsales_4w,sales_volatility_4w,risk_score_xgb,pc1_x,pc2_y,cluster_id,n_clusters
DABFCC04D8,더육*,서울특별시 성동구 마장로 137,서울 성동구,,한식-육류/고기,왕십리,20181207,,2.143533978,-0.0208877285,1.458781362,9.576128864,664.9151436,-0.011017148,0.0215633104,0.020458065,1.2709095932182974,0.1865328170292529,Cluster 1,358.0
C5BFDBE81E,장흥*,서울특별시 성동구 마장로 137,서울 성동구,,한식-육류/고기,왕십리,20200320,,2.293365259,-0.0166865316,0.708064516,15.53828828,667.7681764,-0.0108013236,0.00600089303,0.0020169618,2.064076899987269,-0.4581832874635647,Cluster 1,358.0
4F98A3CB2D,청계**,서울특별시 성동구 마장로 137,서울 성동구,,한식-육류/고기,왕십리,20220701,,2.078345593,-0.0248756219,0.360706861,11.07021453,662.2069652,-0.000356881052,0.020954284,0.006159454,0.4229162996378834,-1.2430920434887414,Cluster 1,358.0
9D2AB94FB8,수비*****,서울특별시 성동구 마장로 137,서울 성동구,,한식-육류/고기,왕십리,20230105,,2.177155082,-0.0216216216,2.060176991,23.12621733,664.4167568,0.0167965673,0.0250000537,0.007534448,1.4130372315613755,1.8350127594152064,Cluster 1,358.0
C9915FFC82,상상********,서울특별시 성동구 마장로 137,서울 성동구,,한식-육류/고기,왕십리,20240723,,2.21389657,-0.0185643564,1.313664596,29.73887123,666.4929455,0.0147240957,0.0127372935,0.001813149,1.9272501892016287,1.3149010577040452,Cluster 1,358.0
237D0C814D,오물**************,서울특별시 성동구 마장로 137,서울 성동구,,한식-단품요리일반,왕십리,20190516,,1.244493203,-0.0185643564,1.013100437,14.18759553,666.4929455,0.0147240957,0.0127372935,0.0020813034,1.6261119531759811,-0.7093281710215713,Cluster 1,242.0
44150C17AB,수유*********,서울특별시 성동구 마장로 137,서울 성동구,,한식-단품요리일반,왕십리,20201211,,1.230050586,-0.025682183,1.143570537,10.48249906,661.6592295,-0.0280551262,0.0143118193,0.017207164,0.7196969904966998,-0.3478762690145794,Cluster 1,242.0
B8F11300C9,케이***,서울특별시 성동구 마장로 187,서울 성동구,,카페,왕십리,20221129,,0.476997089,-0.0248756219,1.25782881,26.0520139,662.2069652,-0.000356881052,0.020954284,0.009477586,0.430700085195084,0.6238781225334992,Cluster 2,303.0
86D0C43DB4,농심**,서울특별시 성동구 마장로 200,서울 성동구,,농산물,왕십리,20220809,,2.269234516,-0.0170316302,1.074074074,17.59903992,667.53382,-0.00475305234,0.00937488263,0.003044953,2.215144322579771,-0.3003355419502795,Cluster 1,27.0
CCD6FF6A66,영주**,서울특별시 성동구 마장로 203,서울 성동구,,백반/가정식,왕십리,20230613,,1.325579603,-0.0219619327,1.082437276,14.99270292,664.1856515,-0.0159564269,0.00997510846,0.010171247,1.1220046973168685,-0.0805452893624966,Cluster 1,292.0
F1071108E7,전여******,서울특별시 성동구 마장로 216,서울 성동구,,일식당,왕십리,20230731,,1.307254994,-0.0212464589,1.884057971,21.79030196,664.6715297,-0.0105033417,0.0113138175,0.016738024,1.4194287409732718,-1.0682315357529284,Cluster 1,114.0
0BEDDE7AF8,전여*,서울특별시 성동구 마장로 216,서울 성동구,,한식-단품요리일반,왕십리,20211228,,1.230050586,-0.025682183,1.429463171,8.659479695,661.6592295,-0.0280551262,0.0143118193,0.1254941,0.7035871017764092,0.0631361768745175,Cluster 1,242.0
014A6A2154,소양*,서울특별시 성동구 마장로 222,서울 성동구,,백반/가정식,왕십리,20231016,,1.427666532,-0.0220082531,1.334763948,34.62328955,664.1541953,0.0401748589,0.0166450828,0.00070881133,0.9902617290797378,1.170797999846067,Cluster 1,292.0
E3298570A2,25***,서울특별시 성동구 마장로 235,서울 성동구,,호프/맥주,왕십리,20200709,,2.280495832,-0.0236966825,1.13618677,46.27780488,663.0075829,0.00446104132,0.0125512486,0.00019577063,1.2907647798775457,0.9337914789941628,Cluster 2,65.0
56E8BA3007,메즈**********,서울특별시 성동구 마장로 270,서울 성동구,,호프/맥주,왕십리,20230830,,2.207789299,-0.0185643564,1.110367893,19.86346934,666.4929455,0.0147240957,0.0127372935,0.0016749996,1.7972978926210268,-0.21859476620516,Cluster 2,65.0
A5DC44A844,희망****,서울특별시 성동구 마장로 271,서울 성동구,,카페,왕십리,20201218,,0.476997089,-0.0248756219,1.509394572,13.99757256,662.2069652,-0.000356881052,0.020954284,0.057161123,0.2492093071333969,1.121219845000097,Cluster 2,303.0
F391294C30,아이***********,서울특별시 성동구 마장로 271,서울 성동구,,아이스크림/빙수,왕십리,20230913,,1.672136749,-0.0210803689,1.139784946,16.72991754,664.7843215,0.00849571677,0.0195293619,0.003794845,0.7988421961303851,-0.3753971849772665,Cluster 1,40.0
8EE981921E,명가*******,서울특별시 성동구 마장로 283,서울 성동구,,치킨,마장동,20211103,,-0.815056257,-0.0252365931,0.586118252,13.81471592,661.9618297,-0.00674157303,0.012110646,0.0010862972,0.1000644647284361,-0.7974797517646707,Cluster 1,113.0
718E770104,파리*******,서울특별시 성동구 마장로 283,서울 성동구,베이커리10,베이커리,마장동,20190422,,-0.648418107,-0.018404908,0.604278075,17.90551151,666.601227,-0.00760627211,0.0621700871,0.0004195063,0.3838992242166176,-2.7398516862874542,Cluster 3,62.0
4FD8DEB849,월*,서울특별시 성동구 마장로 288,서울 성동구,,식료품,왕십리,20210419,,1.069708435,-0.025682183,1.088631985,17.59038482,661.6592295,-0.0280551262,0.0143118193,0.004329598,0.7009192553305091,-0.4548690707744139,Cluster 1,122.0
FCBDB3C308,블랙***,서울특별시 성동구 마장로 289,서울 성동구,,카페,왕십리,20240906,,0.621917393,-0.0170316302,1.026706231,9.087882402,667.53382,-0.00475305234,0.00937488263,0.002279685,1.7177407262051254,0.2322110681737038,Cluster 2,303.0
C919038375,보배**,서울특별시 성동구 마장로 292,서울 성동구,,한식-육류/고기,왕십리,20201012,,2.13242992,-0.0222222222,1.385620915,10.44069804,664.0088889,0.0132772166,0.0129746333,0.010113299,1.3014891393534789,-0.0728027418041052,Cluster 1,358.0
30EBD20CBF,통통**,서울특별시 성동구 마장로 297,서울 성동구,,백반/가정식,왕십리,20191219,,1.245784812,-0.0216049383,0.551724138,13.92450101,664.4280864,0.00543128769,0.00286608841,0.0013257861,1.182477904971749,-0.9926185665096348,Cluster 1,292.0
145A1666B3,통통**,서울특별시 성동구 마장로 297,서울 성동구,,한식-육류/고기,왕십리,20191219,,2.110852009,-0.0219619327,1.473891626,16.33228035,664.1856515,-0.0159564269,0.00997510846,0.020596657,1.3419274011919269,0.7880575364191509,Cluster 1,358.0
F901334796,유성************,서울특별시 성동구 마장로 298,서울 성동구,,한식-찌개/전골,왕십리,20210201,,1.978763075,-0.0201005025,0.28313253,32.56211186,665.4497487,0.00613127388,0.0100801825,0.0012468309,1.7096362743957545,-0.2334781086060139,Cluster 1,38.0
0C02E54954,컴포*********,서울특별시 성동구 마장로 299,서울 성동구,커피전문점11,커피전문점,왕십리,20220516,,1.339960066,-0.0208877285,1.271317829,11.61901864,664.9151436,-0.011017148,0.0215633104,0.010241784,1.0997229837523508,0.2993693254484099,Cluster 1,148.0
E4B34ABDDB,아쿠**,서울특별시 성동구 마장로 301,서울 성동구,,호프/맥주,왕십리,20191017,,2.240607454,-0.0216216216,0.827586207,18.78063621,664.4167568,0.0167965673,0.0250000537,0.0044113025,0.989478941541414,-0.7256420582826146,Cluster 2,65.0
4BF6B1EEF7,오땅********,서울특별시 성동구 마장로 301,서울 성동구,호프/맥주6,호프/맥주,왕십리,20191107,,2.322802052,-0.0219619327,1.125475285,14.28217142,664.1856515,-0.0159564269,0.00997510846,0.006202203,1.5289312014655734,-0.5355890040707869,Cluster 2,65.0
DD0FCFEDE6,메가*********,서울특별시 성동구 마장로 301,서울 성동구,커피전문점2,커피전문점,왕십리,20211202,,1.245639505,-0.025682183,0.629268293,9.967251193,661.6592295,-0.0280551262,0.0143118193,0.028058164,0.3728269049540235,-0.9863614628289442,Cluster 1,148.0
89F36844AE,토프*******,서울특별시 성동구 마장로 305,서울 성동구,커피전문점12,커피전문점,왕십리,20190603,,1.19992908,-0.0236966825,1.253588517,6.877597053,663.0075829,0.00446104132,0.0125512486,0.1788765,0.2051958975840913,1.1728899510951178,Cluster 1,148.0
2D4E9106EA,강원*****,서울특별시 성동구 마장로 310,서울 성동구,,농산물,마장동,20211109,,-0.383350388,-0.018404908,0.896551724,31.45533153,666.601227,-0.00760627211,0.0621700871,0.002027444,0.2516225672401604,1.5938733897692985,Cluster 3,7.0
409D0DA708,복권***********,서울특별시 성동구 마장로 310,서울 성동구,,식료품,마장동,20221111,,0.0102286069,-0.018404908,0.883642496,5.018185904,666.601227,-0.00760627211,0.0621700871,6.45e-05,0.992615054918656,-1.1066778672579882,Cluster 1,122.0
9385DC7BDB,황귀***,서울특별시 성동구 마장로 310,서울 성동구,,백반/가정식,마장동,20180111,,-0.561760968,-0.0111420613,0.277867528,42.11141902,671.5334262,-0.0125089587,0.0506624419,6.55e-05,1.756981546485724,-1.0692486990342969,Cluster 1,292.0
746686BA39,픽미************,서울특별시 성동구 마장로 310,서울 성동구,,아이스크림/빙수,마장동,20231222,,-0.909407706,-0.0174927114,1.424731183,36.39102733,667.2206997,0.0209054201,0.0471626673,0.0028066544,2.3296600022792937,1.5053677579310478,Cluster 1,40.0
C3D19B4AAD,연평********,서울특별시 성동구 마장로 323,서울 성동구,,한식-해물/생선,왕십리,20220707,,1.770449163,-0.0210803689,0.328358209,12.01568503,664.7843215,0.00849571677,0.0195293619,0.00047642298,1.2199464552905512,-0.864118481992332,Cluster 2,104.0
3816AE5158,서산***,서울특별시 성동구 마장로 325,서울 성동구,,한식-해물/생선,왕십리,20230208,,1.827019381,-0.0166865316,1.022922636,13.84275234,667.7681764,-0.0108013236,0.00600089303,0.0022437957,2.2098259411436127,0.2020067981281298,Cluster 2,104.0
9763A314E7,목포*****,서울특별시 성동구 마장로 331,서울 성동구,,한식-해물/생선,왕십리,20241021,,1.827019381,-0.0166865316,0.340974212,11.5012804,667.7681764,-0.0108013236,0.00600089303,0.00017160297,2.2507428748599416,-0.6009991345172064,Cluster 2,104.0
6D76048445,메가***********,서울특별시 성동구 무수막길 1,서울 성동구,,한식-단품요리일반,금남시장,20241010,,-0.0705222827,-0.0205479452,1.301853486,17.67381392,665.1458904,-0.00684337979,0.0082814717,0.010731249,1.6620061200844969,0.3994019117400323,Cluster 1,242.0
E43552CFFF,40***,서울특별시 성동구 무학로 8-1,서울 성동구,,분식,마장동,20211008,,-0.813794685,-0.0138888889,0.898706897,28.62214317,669.6680556,0.111464236,0.0617510737,0.00071974593,1.0974377968431273,0.4201063223584543,Cluster 1,104.0
9218EE2A57,챔스*********,서울특별시 성동구 무학로 8-3,서울 성동구,,카페,마장동,20220224,,-0.746300872,-0.0138888889,0.770029674,25.02726232,669.6680556,0.111464236,0.0617510737,0.0004004452,1.9087810634247,-0.0035208358735543,Cluster 2,303.0
53CA4BAE0A,핵밥*****,서울특별시 성동구 사근동길 2,서울 성동구,,일식-덮밥/돈가스,한양대,20231215,,0.331294578,-0.0428571429,0.298969072,8.791594469,649.9957143,-0.119091266,0.0674364835,0.0014501384,-4.836499018892319,-2.725345126297869,Cluster 2,6.0
ED8687C47C,맘스*******,서울특별시 성동구 사근동길 4,서울 성동구,,피자,한양대,20230227,,0.962520043,-0.0396039604,1.106918239,10.68338216,652.2049505,-0.149286964,0.0901879406,0.0017930347,-3.147404359147489,-2.9500979065089505,Cluster 2,9.0
535999101E,매머************,서울특별시 성동구 사근동길 4,서울 성동구,,커피전문점,한양대,20240119,,0.194466772,-0.0394736842,0.602409639,13.61116328,652.2934211,-0.0531005096,0.0545229317,0.050671898,-3.09607554185556,-0.8435716445609784,Cluster 2,34.0
1E6037D02E,하이**,서울특별시 성동구 사근동길 6,서울 성동구,,분식,한양대,20220422,,0.200111204,-0.0423452769,0.885245902,13.44270832,650.3433225,0.0281171377,0.0277105171,0.057375003,-2.4946075728170336,-0.2408013505842873,Cluster 2,36.0
DFF740F6CA,라가******,서울특별시 성동구 사근동길 6,서울 성동구,,한식-단품요리일반,한양대,20240801,,0.627648316,-0.0390625,0.781112092,8.26019126,652.5726563,-0.030663896,0.0374608126,0.018363027,-1.938636357694537,-0.3283831354117468,Cluster 2,64.0
016C67D6C6,목*,서울특별시 성동구 상원10길 3,서울 성동구,,양식,뚝섬,20240524,,1.364673709,-0.0224489796,1.255533199,9.891965449,663.854898,-0.00456306956,0.0166249506,0.16270053,0.8909485004129091,-0.4718941200180779,Cluster 1,161.0
F602494665,기엔*,서울특별시 성동구 상원10길 3,서울 성동구,,양식,뚝섬,20241114,,1.42550361,-0.0186915888,1.338491296,21.76728867,666.4065421,0.000701897213,0.0296065137,0.0048946105,1.301817516306927,0.350624716749054,Cluster 1,161.0
DCDA685076,시치**********,서울특별시 성동구 상원10길 3,서울 성동구,,백반/가정식,뚝섬,20220930,,0.52994438,-0.0256410256,0.829268293,10.86777079,661.6871795,0.0070418238,0.00622245098,0.036333367,0.3648517621622452,-0.8864876869605495,Cluster 1,292.0
F4C22C0FED,금일**,서울특별시 성동구 상원10길 3,서울 성동구,,백반/가정식,뚝섬,20230706,,0.537917334,-0.026128266,0.539345712,16.10145097,661.3562945,-0.0083180074,0.00849288159,0.0041064722,0.3111775011669907,-0.9020425011479246,Cluster 1,292.0
8A26E12861,햄찌*******,서울특별시 성동구 상원10길 4,서울 성동구,,한식-찌개/전골,뚝섬,20210629,,0.630537146,-0.0303867403,0.642201835,9.901344779,658.4643646,-0.0231720048,0.0165771446,0.04824233,-0.4530719175327902,-1.4073618935545813,Cluster 1,38.0
591FFE0261,옴시********,서울특별시 성동구 상원10길 4,서울 성동구,,한식-단품요리일반,뚝섬,20240508,,0.239775761,-0.0210325048,0.781112092,22.59965821,664.816826,-0.057431289,0.026290992,0.040900003,1.067307425439416,-0.2253442573862145,Cluster 1,242.0
9A750B743F,시원********,서울특별시 성동구 상원10길 7,서울 성동구,,백반/가정식,뚝섬,20200602,,0.586673847,-0.0235546039,0.551724138,15.73818432,663.1040685,-0.0166162825,0.0342221809,0.0075311535,0.2545554006024565,-1.2635128201324808,Cluster 1,292.0
E06F67F152,현*,서울특별시 성동구 상원10길 9,서울 성동구,,이자카야,뚝섬,20171212,,0.206284249,-0.029972752,1.652173913,20.4921771,658.7455041,-0.0428372053,0.0339501611,0.014242068,-0.8008006217352814,-1.6587561017442476,Cluster 1,17.0
943BBD5F30,세컨****,서울특별시 성동구 상원12길 5,서울 성동구,,테이크아웃커피,뚝섬,20230110,,0.962746689,-0.0224489796,1.0,11.18096498,663.854898,-0.00456306956,0.0166249506,0.0014699957,,,,
B0733AADEF,킹콩***********,서울특별시 성동구 상원12길 5,서울 성동구,한식-찌개/전골3,한식-찌개/전골,뚝섬,20171114,,0.564164815,-0.0270935961,1.193548387,17.32708811,660.7007389,-0.018860012,0.0145175637,0.043153062,-0.3256126522011291,0.044254009834039,Cluster 1,38.0
75FA18BD56,홍익***,서울특별시 성동구 상원1길 12,서울 성동구,일식-덮밥/돈가스3,일식-덮밥/돈가스,뚝섬,20240531,,1.25004065,-0.0186915888,0.573913043,5.598029592,666.4065421,0.000701897213,0.0296065137,0.001985644,0.9054686409069094,-1.7889285431588955,Cluster 1,28.0
5BB092A34C,후후***,서울특별시 성동구 상원1길 13,서울 성동구,,베이커리,뚝섬,20230327,,0.768440317,-0.0227272727,0.877232143,18.52881301,663.6659091,0.0374938808,0.0292653329,0.010077616,0.2179263887207306,-0.9312594605884106,Cluster 3,62.0
3B0E5FAA4D,그린****,서울특별시 성동구 상원1길 25,서울 성동구,,한식뷔페,뚝섬,20200423,,-0.5,-0.0270935961,0.685714286,18.15016334,660.7007389,-0.018860012,0.0145175637,0.0052861283,0.329396857614035,0.2664982887583014,Cluster 1,11.0
9DA9844737,젠틀**********,서울특별시 성동구 상원1길 25,서울 성동구,,커피전문점,뚝섬,20241105,,0.915845967,-0.0207156309,1.244755245,17.2358791,665.0320151,0.000839122717,0.029740241,0.021001307,0.7533492531429451,0.7262122841563217,Cluster 1,148.0
1B5F85BD96,은행******,서울특별시 성동구 상원1길 26,서울 성동구,,일식당,뚝섬,20231228,,0.103975049,-0.0235546039,0.780821918,8.958415422,663.1040685,-0.0166162825,0.0342221809,0.001144772,-0.305736813082307,-0.3429404894105601,Cluster 1,114.0
4795D97F2B,천잠**,서울특별시 성동구 상원1길 26,서울 성동구,,인삼제품,뚝섬,20210111,,-0.912870929,-0.026128266,0.8,44.37662068,661.3562945,-0.0083180074,0.00849288159,7.97e-05,-0.1918316161374814,-0.7116812449062868,Cluster 1,7.0
CE35329FA0,강남******,서울특별시 성동구 상원1길 26,서울 성동구,한식-국수/만두1,한식-국수/만두,뚝섬,20210729,,0.618284022,-0.0256410256,0.333333333,11.14790755,661.6871795,0.0070418238,0.00622245098,0.009900513,0.9280303679329566,-0.9436676326529012,Cluster 2,30.0
9A40BD3F2E,옥된*****,서울특별시 성동구 상원1길 26,서울 성동구,,한식-단품요리일반,뚝섬,20230130,,0.192911549,-0.0248138958,0.557759627,13.61087695,662.2488834,0.0288806176,0.0298341974,0.004687152,0.0408924790512786,-0.9207835208954992,Cluster 1,242.0
E61969DA0F,컴포*******,서울특별시 성동구 상원1길 29,서울 성동구,커피전문점11,커피전문점,뚝섬,20180518,,0.822056067,-0.0255754476,0.935334873,8.845355888,661.7317136,0.00395256917,0.0213100636,0.005704517,0.2470408395298552,-0.769676454815848,Cluster 1,148.0
BAD22BA603,모퉁***,서울특별시 성동구 상원1길 33,서울 성동구,,와플/크로플,뚝섬,20180628,,0.962746689,-0.029972752,1.0,9.593900728,658.7455041,-0.0428372053,0.0339501611,0.001195688,,,,
E5EA44757A,버거***,서울특별시 성동구 상원1길 39,서울 성동구,,햄버거,뚝섬,20240426,,0.93385921,-0.0227272727,1.459459459,19.6425724,663.6659091,0.0374938808,0.0292653329,0.019520495,1.019308383063014,1.034337613212969,Cluster 2,21.0
E5474E6047,스시**,서울특별시 성동구 상원1길 39,서울 성동구,,일식-초밥/롤,뚝섬,20240909,,0.301511345,-0.0210325048,0.875,25.38696472,664.816826,-0.057431289,0.026290992,0.04044972,,,,
BFD54A2373,힘냉*,서울특별시 성동구 상원1길 41,서울 성동구,,한식-냉면,뚝섬,20170816,,-1.213559752,-0.0255754476,1.085106383,6.793612755,661.7317136,0.00395256917,0.0213100636,0.00019358826,0.0820380763259258,-1.7347673147449094,Cluster 1,12.0
FCAF3BA597,레이***,서울특별시 성동구 상원4길 10,서울 성동구,,카페,뚝섬,20200922,,1.354666708,-0.0248138958,0.783,27.04211311,662.2488834,0.0288806176,0.0298341974,0.013935338,0.4761910458859898,-0.5015399696557153,Cluster 2,303.0
BF6A6456AB,우아**,서울특별시 성동구 상원4길 11,서울 성동구,,한식-육류/고기,뚝섬,20240131,20250724.0,0.083351793,-0.0222222222,0.684385382,18.61972119,664.0088889,0.0236383124,0.0229905055,0.011092243,0.4772977368277385,-0.6258124609952473,Cluster 1,358.0
1CA7D76A49,슈*,서울특별시 성동구 상원6길 10,서울 성동구,,식료품,뚝섬,20240814,,-0.0861727484,-0.0216535433,1.323657475,98.27970913,664.3950787,0.0179244264,0.0290616548,8.75e-05,1.0427706409797668,2.356930938940746,Cluster 1,122.0
70C1CDADC9,아프*****,서울특별시 성동구 상원6길 14,서울 성동구,,한식-해물/생선,뚝섬,20241204,,0.200876476,-0.0186915888,1.363896848,40.64007026,666.4065421,0.000701897213,0.0296065137,0.00076733367,0.1666075638393314,2.581086510677158,Cluster 2,104.0
08A8D396B4,요커***********,서울특별시 성동구 성수일로 9,서울 성동구,,카페,성수,20230412,,2.402816466,-0.0267857143,0.76011994,13.2981549,660.9098214,0.0148386313,0.0130270005,0.027612027,0.3217587541834588,-0.6036504337800418,Cluster 2,303.0
9F2719B624,중앙***,서울특별시 성동구 성수일로 9,서울 성동구,,요리주점,성수,20230302,,2.393303317,-0.0259615385,0.318548387,18.67704653,661.4695192,-0.00548096438,0.0184036441,0.002509122,-0.221427182887812,-0.4849306773292273,Cluster 1,71.0
119F4FB3E3,마포***,서울특별시 성동구 성수일로 9,서울 성동구,,한식-국밥/설렁탕,성수,20190920,,2.698038503,-0.0300429185,0.700636943,15.84034459,658.6978541,-0.0419632166,0.0282354278,0.005662077,-1.070722042532997,0.0340695927222,Cluster 1,53.0
D3A10D3E66,하루**,서울특별시 성동구 송정4길 10,서울 성동구,,한식-단품요리일반,성수,20240628,,2.398984828,-0.0284552846,1.5375,22.55523944,659.7760163,0.000913111776,0.00360941037,0.17432113,0.556449300176663,0.3903512878105206,Cluster 1,242.0
7ED39D1A53,육타***,서울특별시 성동구 아차산로 3,서울 성동구,,한식-육류/고기,뚝섬,20190321,,-0.0351859743,-0.0255754476,1.101419878,4.372913309,661.7317136,0.00395256917,0.0213100636,0.00018524482,0.0101770134985308,-1.0576015454776844,Cluster 1,358.0
62EF38C706,라바******,서울특별시 성동구 아차산로 6,서울 성동구,,카페,뚝섬,20231205,,1.450187213,-0.0235546039,0.519458545,21.04059351,663.1040685,-0.0166162825,0.0342221809,0.0145799825,0.4178085689215778,-1.9012507789305848,Cluster 2,303.0
2791AA9D19,백이*,서울특별시 성동구 연무장길 3,서울 성동구,,호프/맥주,성수,20220615,,0.84171967,-0.0267857143,0.83277592,12.45104298,660.9098214,0.0148386313,0.0130270005,0.00957199,0.3309579119778189,-0.7867517299170429,Cluster 2,65.0
786BDBABFF,왕십*****,서울특별시 성동구 용답19길 3,서울 성동구,,한식-찌개/전골,답십리,20240814,,-0.209656967,-0.0217391304,0.979591837,12.67705201,664.3369565,0.0238464951,0.0224053191,0.004210435,0.6956270826383937,0.5548453577257931,Cluster 1,38.0
6FBB888389,대성**,서울특별시 성동구 용답19길 5,서울 성동구,,청과물,답십리,20191025,,0.379473319,-0.0220994475,1.0,20.26710819,664.0922652,-0.0357980777,0.0243051561,0.011033506,0.9646014076940268,-0.4761366185294111,Cluster 1,22.0
B06B36EBCC,용답****,서울특별시 성동구 용답19길 5,서울 성동구,,한식-육류/고기,답십리,20180411,,-0.490019216,-0.027027027,1.473891626,13.46771279,660.7459459,-0.0079491256,0.00611236107,0.0033339174,0.0786847753887411,0.2337356782833181,Cluster 1,358.0
E4C073131C,보배*******,서울특별시 성동구 용답19길 6,서울 성동구,,포장마차,답십리,20240829,20250725.0,-0.837478276,-0.0220994475,0.539473684,8.089861239,664.0922652,-0.0357980777,0.0243051561,0.00018267064,-0.2828985343765194,-0.9600828957374072,Cluster 2,25.0
387CE6C86C,마포****,서울특별시 성동구 용답19길 6,서울 성동구,,한식-육류/고기,답십리,20190904,,-0.494050067,-0.0193548387,1.496571988,20.44335852,665.956129,-0.024516129,0.0103211252,0.008700204,1.1082654502552114,0.8841350554109699,Cluster 1,358.0
16B4B1BB89,소담****,서울특별시 성동구 장터2길 11,서울 성동구,,한식-육류/고기,금남시장,20200326,,-0.0782457778,-0.0272373541,0.72815534,8.452459371,660.6031128,0.03085542,0.0150067308,0.0030496756,-0.1411643625508748,-1.4355164761179966,Cluster 1,358.0
8334F2D489,영토***************,서울특별시 성동구 행당로 100,서울 성동구,,샌드위치/토스트,행당,20240129,,-0.466672803,-0.0324675325,1.440677966,10.90511032,657.0512987,0.0153602742,0.0125493862,0.03296698,-0.3127649713939239,-0.3079853209174167,Cluster 2,27.0
BE527144E5,베스****,서울특별시 성동구 행당로 101,서울 성동구,아이스크림/빙수1,아이스크림/빙수,행당,20190909,,0.0,-0.0347222222,0.863874346,9.620624944,655.5201389,0.000111012433,0.00525943065,0.0016769135,-1.1029970789226968,-0.7940384664920654,Cluster 2,21.0
2B2CDD8A48,골드**,서울특별시 성동구 행당로 102,서울 성동구,,축산물,행당,20220502,,-0.362173528,-0.0326797386,0.47147651,20.26924257,656.9071895,0.00510204082,0.0187393884,0.06698665,-3.724679576393672,-0.5079726861860131,Cluster 1,131.0
67551595FA,메가**********,서울특별시 성동구 행당로 105,서울 성동구,커피전문점2,커피전문점,행당,20200717,,-0.55160609,-0.0384615385,0.621276596,10.8842921,652.9807692,0.0397542292,0.0249659701,0.01858993,-2.246182195068923,-1.493255292428333,Cluster 2,34.0
6947245C66,왕십******,서울특별시 성동구 행당로 107,서울 성동구,,분식,행당,20230622,20250801.0,-0.491567692,-0.035971223,1.428571429,10.11111119,654.6719424,-0.0179402424,0.0197321952,0.27849078,-2.557930806311344,-0.3171294268976528,Cluster 2,36.0
64B27F3594,행복***,서울특별시 성동구 행당로 108,서울 성동구,,분식,행당,20180724,,-0.510114388,-0.0347222222,0.898584906,15.12911563,655.5201389,0.000111012433,0.00525943065,0.033787567,-1.1250193114419982,0.1575803684041703,Cluster 2,36.0
F2AE4EF7AB,조조**,서울특별시 성동구 행당로 109,서울 성동구,,중식당,행당,20241210,,-0.455286225,-0.0324675325,1.564516129,20.9592381,657.0512987,0.0153602742,0.0125493862,0.030585267,-1.0143800444571849,0.3893103474491904,Cluster 1,85.0
38EDE3F91C,피자*******,서울특별시 성동구 행당로 110,서울 성동구,피자8,피자,행당,20240726,,-0.386333705,-0.0326797386,0.806451613,7.89175993,656.9071895,0.00510204082,0.0187393884,0.0025497905,-0.0516120385630745,-1.0582959478690424,Cluster 1,42.0
A72A1DD952,오릭******,서울특별시 성동구 행당로 110,서울 성동구,,베이커리,행당,20200728,,-0.462686567,-0.0166666667,0.912650602,13.44848254,667.7816667,-0.0105419451,0.0293451703,0.00058375817,1.472121506266311,-1.6463428106599327,Cluster 3,62.0
7563529BDC,명가*******,서울특별시 성동구 행당로 112,서울 성동구,,치킨,행당,20200226,,-0.236570917,-0.0326797386,1.067729084,8.072807059,656.9071895,0.00510204082,0.0187393884,0.0009012878,-0.6965480417157718,-0.2863908851593165,Cluster 1,113.0
33706FFD69,개인**,서울특별시 성동구 행당로 112,서울 성동구,,카페,행당,20171123,,-0.682202702,-0.0166666667,1.057471264,12.53414159,667.7816667,-0.00446428571,0.0324163524,0.0009706874,1.390539089690275,-0.1041051913861356,Cluster 2,303.0
422418BBDD,대단*********,서울특별시 성동구 행당로 112,서울 성동구,,베이커리,행당,20230622,20250721.0,-0.403290153,-0.0381679389,0.903225806,24.41121856,653.1801527,0.0531697342,0.0270548208,0.09204912,-2.914040169302605,-0.1069711810191696,Cluster 2,22.0
CB9C109826,쪼꼬***,서울특별시 성동구 행당로 113,서울 성동구,,식료품,행당,20241010,,0.281817509,-0.0324675325,0.866206897,25.78285327,657.0512987,0.0153602742,0.0125493862,0.0067506656,-0.7021011791827277,-0.3596133545110988,Cluster 1,122.0
DFE427F21C,한솥***,서울특별시 성동구 행당로 119,서울 성동구,도시락3,도시락,행당,20231130,,-1.0,-0.0373134328,1.142857143,15.79256157,653.7604478,-0.0168233975,0.0242366168,0.00039977676,,,,
4A3538DDC3,컴포**********,서울특별시 성동구 행당로 119,서울 성동구,커피전문점11,커피전문점,행당,20230623,,-0.56518656,-0.0373134328,1.196039604,14.10760761,653.7604478,-0.0168233975,0.0242366168,0.0092448285,-1.877081472154824,0.0576915512030608,Cluster 2,34.0
C766BAD8FB,빽다*******,서울특별시 성동구 행당로 121,서울 성동구,커피전문점4,커피전문점,왕십리,20210527,,1.19992908,-0.0220125786,0.95620438,13.29792093,664.1512579,-0.00518381182,0.0138901537,0.00235869,1.0650463971754094,-0.2791052119327114,Cluster 1,148.0
