가맹점구분번호,가맹점명,가맹점주소,가맹점지역,브랜드구분코드,업종,상권,개설일,폐업일,comp_intensity,market_churn_rate_4w,same_industry_sales_ratio,customer_fit_score,avg_survival_months,Δsales_4w,sales_volatility_4w,risk_score_xgb
1CA7D76A49,슈*,서울특별시 성동구 상원6길 10,서울 성동구,,식료품,뚝섬,20240814,,-0.0861727484,-0.0216535433,1.323657475,98.27970913,664.3950787,0.0179244264,0.0290616548,8.75E-05
70C1CDADC9,아프*****,서울특별시 성동구 상원6길 14,서울 성동구,,한식-해물/생선,뚝섬,20241204,,0.200876476,-0.0186915888,1.363896848,40.64007026,666.4065421,0.000701897213,0.0296065137,0.00076733367
08A8D396B4,요커***********,서울특별시 성동구 성수일로 9,서울 성동구,,카페,성수,20230412,,2.402816466,-0.0267857143,0.76011994,13.2981549,660.9098214,0.0148386313,0.0130270005,0.027612027
9F2719B624,중앙***,서울특별시 성동구 성수일로 9,서울 성동구,,요리주점,성수,20230302,,2.393303317,-0.0259615385,0.318548387,18.67704653,661.4695192,-0.00548096438,0.0184036441,0.002509122
119F4FB3E3,마포***,서울특별시 성동구 성수일로 9,서울 성동구,,한식-국밥/설렁탕,성수,20190920,,2.698038503,-0.0300429185,0.700636943,15.84034459,658.6978541,-0.0419632166,0.0282354278,0.005662077
D3A10D3E66,하루**,서울특별시 성동구 송정4길 10,서울 성동구,,한식-단품요리일반,성수,20240628,,2.398984828,-0.0284552846,1.5375,22.55523944,659.7760163,0.000913111776,0.00360941037,0.17432113
7ED39D1A53,육타***,서울특별시 성동구 아차산로 3,서울 성동구,,한식-육류/고기,뚝섬,20190321,,-0.0351859743,-0.0255754476,1.101419878,4.372913309,661.7317136,0.00395256917,0.0213100636,0.00018524482
62EF38C706,라바******,서울특별시 성동구 아차산로 6,서울 성동구,,카페,뚝섬,20231205,,1.450187213,-0.0235546039,0.519458545,21.04059351,663.1040685,-0.0166162825,0.0342221809,0.0145799825
2791AA9D19,백이*,서울특별시 성동구 연무장길 3,서울 성동구,,호프/맥주,성수,20220615,,0.84171967,-0.0267857143,0.83277592,12.45104298,660.9098214,0.0148386313,0.0130270005,0.00957199
786BDBABFF,왕십*****,서울특별시 성동구 용답19길 3,서울 성동구,,한식-찌개/전골,답십리,20240814,,-0.209656967,-0.0217391304,0.979591837,12.67705201,664.3369565,0.0238464951,0.0224053191,0.004210435
6FBB888389,대성**,서울특별시 성동구 용답19길 5,서울 성동구,,청과물,답십리,20191025,,0.379473319,-0.0220994475,1,20.26710819,664.0922652,-0.0357980777,0.0243051561,0.011033506
B06B36EBCC,용답****,서울특별시 성동구 용답19길 5,서울 성동구,,한식-육류/고기,답십리,20180411,,-0.490019216,-0.027027027,1.473891626,13.46771279,660.7459459,-0.0079491256,0.00611236107,0.0033339174
E4C073131C,보배*******,서울특별시 성동구 용답19길 6,서울 성동구,,포장마차,답십리,20240829,20250725,-0.837478276,-0.0220994475,0.539473684,8.089861239,664.0922652,-0.0357980777,0.0243051561,0.00018267064
387CE6C86C,마포****,서울특별시 성동구 용답19길 6,서울 성동구,,한식-육류/고기,답십리,20190904,,-0.494050067,-0.0193548387,1.496571988,20.44335852,665.956129,-0.024516129,0.0103211252,0.008700204
16B4B1BB89,소담****,서울특별시 성동구 장터2길 11,서울 성동구,,한식-육류/고기,금남시장,20200326,,-0.0782457778,-0.0272373541,0.72815534,8.452459371,660.6031128,0.03085542,0.0150067308,0.0030496756
8334F2D489,영토***************,서울특별시 성동구 행당로 100,서울 성동구,,샌드위치/토스트,행당,20240129,,-0.466672803,-0.0324675325,1.440677966,10.90511032,657.0512987,0.0153602742,0.0125493862,0.03296698
BE527144E5,베스****,서울특별시 성동구 행당로 101,서울 성동구,아이스크림/빙수1,아이스크림/빙수,행당,20190909,,0,-0.0347222222,0.863874346,9.620624944,655.5201389,0.000111012433,0.00525943065,0.0016769135
2B2CDD8A48,골드**,서울특별시 성동구 행당로 102,서울 성동구,,축산물,행당,20220502,,-0.362173528,-0.0326797386,0.47147651,20.26924257,656.9071895,0.00510204082,0.0187393884,0.06698665
67551595FA,메가**********,서울특별시 성동구 행당로 105,서울 성동구,커피전문점2,커피전문점,행당,20200717,,-0.55160609,-0.0384615385,0.621276596,10.8842921,652.9807692,0.0397542292,0.0249659701,0.01858993
6947245C66,왕십******,서울특별시 성동구 행당로 107,서울 성동구,,분식,행당,20230622,20250801,-0.491567692,-0.035971223,1.428571429,10.11111119,654.6719424,-0.0179402424,0.0197321952,0.27849078
64B27F3594,행복***,서울특별시 성동구 행당로 108,서울 성동구,,분식,행당,20180724,,-0.510114388,-0.0347222222,0.898584906,15.12911563,655.5201389,0.000111012433,0.00525943065,0.033787567
F2AE4EF7AB,조조**,서울특별시 성동구 행당로 109,서울 성동구,,중식당,행당,20241210,,-0.455286225,-0.0324675325,1.564516129,20.9592381,657.0512987,0.0153602742,0.0125493862,0.030585267
38EDE3F91C,피자*******,서울특별시 성동구 행당로 110,서울 성동구,피자8,피자,행당,20240726,,-0.386333705,-0.0326797386,0.806451613,7.89175993,656.9071895,0.00510204082,0.0187393884,0.0025497905
A72A1DD952,오릭******,서울특별시 성동구 행당로 110,서울 성동구,,베이커리,행당,20200728,,-0.462686567,-0.0166666667,0.912650602,13.44848254,667.7816667,-0.0105419451,0.0293451703,0.00058375817
7563529BDC,명가*******,서울특별시 성동구 행당로 112,서울 성동구,,치킨,행당,20200226,,-0.236570917,-0.0326797386,1.067729084,8.072807059,656.9071895,0.00510204082,0.0187393884,0.0009012878
33706FFD69,개인**,서울특별시 성동구 행당로 112,서울 성동구,,카페,행당,20171123,,-0.682202702,-0.0166666667,1.057471264,12.53414159,667.7816667,-0.00446428571,0.0324163524,0.0009706874
422418BBDD,대단*********,서울특별시 성동구 행당로 112,서울 성동구,,베이커리,행당,20230622,20250721,-0.403290153,-0.0381679389,0.903225806,24.41121856,653.1801527,0.0531697342,0.0270548208,0.09204912
CB9C109826,쪼꼬***,서울특별시 성동구 행당로 113,서울 성동구,,식료품,행당,20241010,,0.281817509,-0.0324675325,0.866206897,25.78285327,657.0512987,0.0153602742,0.0125493862,0.0067506656
DFE427F21C,한솥***,서울특별시 성동구 행당로 119,서울 성동구,도시락3,도시락,행당,20231130,,-1,-0.0373134328,1.142857143,15.79256157,653.7604478,-0.0168233975,0.0242366168,0.00039977676
4A3538DDC3,컴포**********,서울특별시 성동구 행당로 119,서울 성동구,커피전문점11,커피전문점,행당,20230623,,-0.56518656,-0.0373134328,1.196039604,14.10760761,653.7604478,-0.0168233975,0.0242366168,0.0092448285
C766BAD8FB,빽다*******,서울특별시 성동구 행당로 121,서울 성동구,커피전문점4,커피전문점,왕십리,20210527,,1.19992908,-0.0220125786,0.95620438,13.29792093,664.1512579,-0.00518381182,0.0138901537,0.00235869
D7028A57A2,몬스******,서울특별시 성동구 행당로 121,서울 성동구,,한식-단품요리일반,왕십리,20231206,,1.248244403,-0.0170316302,1.301853486,14.28526227,667.53382,-0.00475305234,0.00937488263,0.0024939456
1ABAFAF53E,청년*******,서울특별시 성동구 행당로 127,서울 성동구,,치킨,왕십리,20210217,,2.260265136,-0.0248756219,0.832460733,5.655951387,662.2069652,-0.000356881052,0.020954284,0.031407945
5B1F2A7BA9,매머************,서울특별시 성동구 행당로 129,서울 성동구,,커피전문점,왕십리,20230628,,1.356518187,-0.0201005025,1.251396648,13.43256619,665.4497487,0.00613127388,0.0100801825,0.004031398
01CCBE28E0,워니***,서울특별시 성동구 행당로 133,서울 성동구,,양식,왕십리,20180704,,-0.0782444828,-0.0236966825,1.400593472,13.21589305,663.0075829,0.00446104132,0.0125512486,0.0023631835
534FC7A474,꼬끼*,서울  성동구  고산자로  335-2,서울 성동구,,호프/맥주,마장동,20120820,,-0.733586072,-0.0261437908,1.127413127,19.27291328,661.3457516,-0.00618238022,0.0666561249,0.010121149
A6FFB4295C,엄마*****,서울  성동구  독서당로60길  5,서울 성동구,,백반/가정식,뚝섬,20111212,,0.552868495,-0.0218687873,0.814424635,37.44277222,664.2489066,0.0257114032,0.0222766687,0.0014447839
1CAA6D7F95,뉴욕********,서울  성동구  마조로3가길  15,서울 성동구,양식1,양식,한양대,20120619,,-0.394460965,-0.0434782609,0.600414079,11.71741159,649.573913,0.0103921649,0.0624116647,0.06787271
22323DD09C,일*,서울  성동구  마조로3가길  30,서울 성동구,,일식당,한양대,20120210,,0.0345857232,-0.0398671096,1.567567568,15.94455608,652.0262458,0.00192263777,0.00135820454,0.010258048
75A1F5A452,서래*******,서울  성동구  마조로3나길  27,서울 성동구,한식-육류/고기13,한식-육류/고기,한양대,20120224,,0.49161531,-0.0428571429,0.370892019,11.73623837,649.9957143,-0.119091266,0.0674364835,0.0018313184
BEFEB9CFAD,금호****,서울  성동구  무수막길  89-38,서울 성동구,,한식-국밥/설렁탕,신금호,20120511,,-0.532833625,-0.0393700787,1.106382979,16.32410475,652.3637795,0.00159561553,0.0132090076,0.045885097
D1EB295A18,전주**,서울  성동구  성덕정17길  8-1,서울 성동구,,백반/가정식,성수,20120511,,2.579766778,-0.0315151515,1.103448276,27.55120917,657.6980606,0.0054531886,0.00966161871,0.0005754656
BE1E68810C,더다*,서울  성동구  아차산로7길  11,서울 성동구,,한식-단품요리일반,성수,20120802,,2.40550681,-0.0324675325,0.809352518,17.55079161,657.0512987,-0.0128037204,0.00911193082,0.07710977
591CBB3B43,카페**,서울  성동구  아차산로7길  22,서울 성동구,,카페,성수,20111117,,2.340144981,-0.0264187867,1.026706231,23.1197651,661.159002,-0.0284195461,0.0133246974,0.0059555136
F4A797E2D3,싱싱*****,서울  성동구  왕십리로24길  8,서울 성동구,한식-해물/생선5,한식-해물/생선,왕십리,20120716,,1.706824251,-0.0220125786,0.66025641,8.375581265,664.1512579,-0.00518381182,0.0138901537,0.041133776
F5D09BB486,일품*****,서울 성동구 고산자로12길 1-1.,서울 성동구,,한식-국수/만두,왕십리,20080717,,1.210166535,-0.0166865316,0.335078534,3.790493777,667.7681764,-0.0108013236,0.00600089303,0.00292222
7268E7807A,보성**,서울 성동구 고산자로24길 11-1,서울 성동구,,축산물,마장동,20031211,,2.995200442,-0.0142857143,1.119770304,21.7790951,669.3985714,0.0358813126,0.0202143023,0.007003043
C549675902,정호**,서울 성동구 고산자로24길 11-1,서울 성동구,,축산물,마장동,20050214,,2.99469597,-0.0181818182,1.197964847,18.24455319,666.7527273,-0.0231057798,0.0578019932,0.010610235
8E2D448FF9,동신**,서울 성동구 고산자로24길 11-1,서울 성동구,,축산물,마장동,20140929,,2.995596238,-0.0261437908,0.930966469,18.66312572,661.3457516,0.128408786,0.0853207557,0.0039168396
756011C7B4,성우**,서울 성동구 고산자로24길 12-1,서울 성동구,,축산물,마장동,20080116,,2.994849711,-0.0178041543,0.80465587,30.31918298,667.0091988,-0.0611289212,0.0372164007,0.023138242
598ACA428F,영덕**,서울 성동구 고산자로24길 14-2,서울 성동구,,축산물,마장동,20070921,,2.995360576,-0.018404908,0.471785384,7.366995002,666.601227,-0.00760627211,0.0621700871,0.00020689736
4DE273254C,대림**,서울 성동구 고산자로24길 4-1.,서울 성동구,,축산물,마장동,20060203,,2.99480189,-0.018018018,0.727695167,16.75467892,666.863964,-0.00158029094,0.0164788168,0.0013459207
F24F0E217A,피어***,서울 성동구 광나루로4가길 24.,서울 성동구,,커피전문점,성수,20131030,,2.376797448,-0.0324675325,0.909307876,13.85855948,657.0512987,-0.0128037204,0.00911193082,0.0070647923
BF12B3B125,성동**,서울 성동구 광나루로4가길 33.,서울 성동구,,식료품,성수,20121008,,2.72162831,-0.0309734513,1.129032258,57.49385978,658.0659292,-0.0377514013,0.016329626,0.00039165592
E8372EA9EB,부부***,서울 성동구 독서당로40길 25-1,서울 성동구,,한식-육류/고기,옥수,20140425,,-0.866957075,-0.0170940171,0.368472906,9.109956439,667.491453,-0.0174563591,0.0212652183,6.10E-05
0840AC0A17,고모**,서울 성동구 독서당로46길 36-1,서울 성동구,,백반/가정식,금남시장,20040716,,-0.350323225,-0.0180505415,1.392459297,41.40709161,666.8418773,-0.00190928734,0.00244652605,0.00017657163
AC8D66E0C8,골목*,서울 성동구 마장로31길 24-12.,서울 성동구,,백반/가정식,마장동,20081001,,-0.477906331,-0.0216049383,1.082437276,57.96895217,664.4280864,-0.12568306,0.0651962926,5.93E-05
5.10E+09,일우**,서울 성동구 마장로35길 112-1.,서울 성동구,,식료품,,20070703,,0.962746689,-0.0268024496,0.986014895,22.55523944,660.8984565,-0.000356881052,0.020954284,0.003209908
C9550798B7,광장**,서울 성동구 마장로35다길 15-1,서울 성동구,,축산물,마장동,20140529,,2.992095549,-0.0138888889,0.736933798,19.90835663,669.6680556,-0.0350112233,0.0467394629,0.0009527227
8F6C066370,88**,서울 성동구 마장로37길 45-10.,서울 성동구,,축산물,마장동,20240513,,2.992095549,-0.0138888889,1.473867596,77.51276324,669.6680556,-0.0350112233,0.0467394629,0.0008655261
A4B767188E,남원***,서울 성동구 마장로39나길 17-1,서울 성동구,한식-해물/생선2,한식-해물/생선,마장동,20091216,,-0.940146987,-0.0141643059,1.573033708,44.3762572,669.4810198,-0.0364007831,0.020720547,0.001875897
5793537AB2,유향*,서울 성동구 성수동2가 289-175,서울 성동구,,중식당,성수,20090930,,2.751541008,-0.0296924708,0.746887967,18.42496897,658.9358431,0.011319638,0.0184638336,0.006554924
B6B42FF4A3,광주**,서울 성동구 성수일로12길 15-1,서울 성동구,,백반/가정식,성수,20130528,,2.455227924,-0.0300429185,1.12,19.52731057,658.6978541,-0.0419632166,0.0282354278,0.0016933702
7670A96873,성수**,서울 성동구 성수일로12길 19-1,서울 성동구,,백반/가정식,성수,20010723,,2.497718067,-0.0318181818,0.809018568,24.04862748,657.4922727,-0.00172991071,0.0102893744,0.013824257
EB0399A070,직화**************,서울 성동구 성수일로12길 20 .,서울 성동구,,한식-해물/생선,성수,20150414,,1.92116993,-0.0284552846,1.269121813,20.44519875,659.7760163,0.000913111776,0.00360941037,0.0030480362
9892E5745E,청*,서울 성동구 성수일로12길 25 .,서울 성동구,,농산물,성수,20150818,,1.066761494,-0.029375765,0.688073394,77.28308269,659.150918,0.00854920885,0.0110666925,0.008574931
64687C0A87,세*,서울 성동구 성수일로4길 48-2.,서울 성동구,,양식,성수,20201208,,2.367895587,-0.0267857143,0.300180832,36.32217963,660.9098214,0.0148386313,0.0130270005,0.02660073
63C676EAE1,수칼**,서울 성동구 아차산로1가길 11.,서울 성동구,,한식-국수/만두,뚝섬,20140717,,0.726483157,-0.0288713911,1.291925466,10.6305445,659.4934383,0.0412211385,0.0258745719,0.041211154
ABD2B4F420,교촌*******,서울 성동구 아차산로7길 10-1.,서울 성동구,치킨6,치킨,성수,20150205,,1.171594669,-0.0264187867,0.546558704,10.85199967,661.159002,-0.0284195461,0.0133246974,0.0036849983
FFF0DAC445,투다*,서울 성동구 아차산로7길 10-1.,서울 성동구,꼬치구이3,꼬치구이,성수,20160704,,1.788854382,-0.0259615385,0.8,14.98201632,661.4695192,-0.00548096438,0.0184036441,0.028754495
41CB64C3C9,다온**,서울 성동구 아차산로7길 15-1.,서울 성동구,,식료품,성수,20240828,,2.652205702,-0.0267857143,0.220609579,22.55523944,660.9098214,0.0148386313,0.0130270005,0.016343946
4BC6588772,아키**,서울 성동구 아차산로7나길 18.,서울 성동구,,일식당,성수,20160407,,2.213233047,-0.0309734513,0.394052045,10.78045278,658.0659292,-0.0377514013,0.016329626,0.015872786
CDDAE64AC2,포르**,서울 성동구 왕십리광장로 17 .,서울 성동구,,한식-단품요리일반,왕십리,20170830,,1.225325135,-0.0210803689,1.579864472,13.82635067,664.7843215,0.00849571677,0.0195293619,0.0010271814
C800A70770,푸른*,서울 성동구 왕십리로16가길 4.,서울 성동구,,식료품,뚝섬,20100201,,-0.0861727484,-0.0218687873,1.087267525,49.8533806,664.2489066,0.0257114032,0.0222766687,0.00027034766
3CBCDB9525,담쟁*,서울 성동구 왕십리로20길 11-1,서울 성동구,,백반/가정식,왕십리,20041026,,1.427718404,-0.0208913649,0.555058192,5.747033079,664.9126741,-0.0146965068,0.0129959138,0.0031326404
E4D3C3A8AC,또올*,서울 성동구 왕십리로20길 36-1,서울 성동구,,한식-단품요리일반,왕십리,20000128,,1.26332372,-0.026272578,1.618705036,55.60585141,661.2582923,0.0167646591,0.0117558627,0.0009302412
BE1F11407F,한량**,서울 성동구 왕십리로22길 9-1.,서울 성동구,,한식-육류/고기,왕십리,20131104,,2.169239699,-0.0208913649,1.122428991,10.11063101,664.9126741,-0.0146965068,0.0129959138,0.06373185
F4157A9FA4,한방****,서울 성동구 왕십리로24길 1-1.,서울 성동구,,한식-육류/고기,왕십리,20110818,,2.093565473,-0.0216049383,0.734279919,6.733652388,664.4280864,0.00543128769,0.00286608841,0.049858503
7F5C64F29B,남매**,서울 성동구 왕십리로24길 15-1,서울 성동구,,식료품,왕십리,20080414,,0.95285497,-0.0216138329,0.898395722,31.15890433,664.4220461,0.0278615571,0.0127078518,0.0051503014
2D1F5F9F5F,참존*****,서울 성동구 왕십리로24길 35-1,서울 성동구,치킨28,치킨,왕십리,20051209,,2.328143337,-0.0236966825,1.162303665,15.42069386,663.0075829,0.00446104132,0.0125512486,0.010565373
40A4DCBA7F,순천**,서울 성동구 왕십리로24길 9-1.,서울 성동구,,한식-감자탕,왕십리,20080711,,1.837117307,-0.0219619327,1.161290323,13.99914052,664.1856515,-0.0159564269,0.00997510846,0.012902436
7287A93C2B,함흥*,서울 성동구 왕십리로24나길 4.,서울 성동구,,한식-단품요리일반,왕십리,20101215,,1.235107574,-0.0208877285,1.333973129,30.97443512,664.9151436,-0.011017148,0.0215633104,0.001174
00CEAAD71A,근이***,서울 성동구 왕십리로24나길 6.,서울 성동구,,포장마차,왕십리,20151104,,1.753470141,-0.0170316302,1.078947368,19.15661129,667.53382,-0.00475305234,0.00937488263,0.0034047717
6242BB9BEB,대물**,서울 성동구 왕십리로24나길 8.,서울 성동구,,한식-해물/생선,왕십리,20231207,,1.770657164,-0.0208913649,1.031847134,17.19604007,664.9126741,-0.0146965068,0.0129959138,0.0034312487
891AEAE4A4,안주****,서울 성동구 왕십리로26길 2-1.,서울 성동구,,포장마차,왕십리,20080731,,1.644250929,-0.0220082531,1.060606061,17.31494557,664.1541953,0.0401748589,0.0166450828,0.011382349
A33442D657,오거*,서울 성동구 왕십리로4길 24-8.,서울 성동구,,카페,뚝섬,20210831,,1.456191588,-0.0222222222,1.291600634,19.67970693,664.0088889,0.0236383124,0.0229905055,0.042768713
B5B9521F58,성수**,서울 성동구 왕십리로5길 12-1.,서울 성동구,,한식-육류/고기,뚝섬,20140507,,0.0729493685,-0.0240700219,1.112676056,12.10057233,662.7540481,-0.0497291698,0.0270830234,0.0015405443
96AD55E474,베러********,서울 성동구 왕십리로6길 18-1.,서울 성동구,,한식-단품요리일반,뚝섬,20160627,,0.111780114,-0.0243902439,1.033881897,17.89979324,662.5365854,0.00243250739,0.0213765402,0.005506309
9215C7F055,풍년*,서울 성동구 용답중앙15길 15-2,서울 성동구,,한식-육류/고기,답십리,19961205,,-0.500290141,-0.0192307692,1.058661778,7.714883579,666.0403846,0.0303893637,0.0135187711,0.00012208399
2A0922EAA7,양마*******,서울 성동구 용답중앙15길 15-6,서울 성동구,,한식-찌개/전골,답십리,20121122,,-0.681994339,-0.0192307692,0.603174603,16.00034258,666.0403846,0.0303893637,0.0135187711,0.0012576927
9304FF81A2,이조***,서울 성동구 자동차시장1길 70.,서울 성동구,,한식-국밥/설렁탕,장한평자동차,20140321,,-0.744322928,-0.0408163265,1.467625899,20.81808916,651.3816327,-0.0204081633,0.0104602819,0.13709502
A4D5BDDEDF,제일**,서울 성동구 자동차시장1길 82.,서울 성동구,,백반/가정식,답십리,20121204,,-0.576259899,-0.0177514793,1.397121084,33.24019947,667.0449704,0.0152027027,0.00920770526,0.09386886
202F736EBC,화목***,서울 성동구 자동차시장1길 90.,서울 성동구,,백반/가정식,장한평자동차,20131202,,-0.60097372,-0.0350877193,1.388888889,28.85357592,655.2719298,-0.0168776371,0.0205329798,0.011797289
002816BA73,자갈***********,서울 성동구 청계천로10나길 78,서울 성동구,,요리주점,마장동,20140507,,-0.780936757,-0.0181818182,0.657004831,23.50748348,666.7527273,-0.0231057798,0.0578019932,0.0012397079
9314CB7768,무쇠*****,서울특별시 성동구 금호로 47-1,서울 성동구,,한식-육류/고기,금남시장,20200313,,-0.124501431,-0.0174825175,0.330683625,13.5739,667.2276224,0.0172889724,0.00872796919,0.002865654
0A969D0884,계란**,서울특별시 성동구 금호로 48-1,서울 성동구,,일식당,신금호,20231106,,-0.661595342,-0.0458015267,0.788732394,28.10285356,647.9961832,-0.0359281437,0.0220512082,0.009136881
C990B38CA7,부요**,서울특별시 성동구 금호로 76-1,서울 성동구,,베이커리,신금호,20240529,,-0.840971909,-0.0416666667,1.205128205,23.82877253,650.8041667,0.000939849624,0.00881104096,0.0017628805
109684EF6A,올드**,서울특별시 성동구 금호로 80-1,서울 성동구,,양식,신금호,20220502,,-0.648449225,-0.04,0.958041958,30.96370626,651.936,-0.0109285714,0.0149083518,0.0029377632
C0FFD3E7B0,체체*********,서울특별시 성동구 금호로 80-1,서울 성동구,,와인바,신금호,20231018,,-0.774889689,-0.0428571429,0.87,23.34287661,649.9957143,0.0201664355,0.0184455714,0.0020080206
C3CE191BFB,미*,서울특별시 성동구 금호산2길 3,서울 성동구,,이자카야,금남시장,20190603,,1.020620726,-0.0300429185,1.14893617,27.70567124,658.6978541,-0.000356881052,0.020954284,0.003614213
501AEDAE3D,스쿨**********,서울특별시 성동구 금호산2길 5,서울 성동구,분식11,분식,금남시장,20180129,,-0.34099717,-0.0296610169,1.226993865,8.265963456,658.9572034,-0.0310549227,0.017813438,0.000472446
1AA954C0A3,금성**,서울특별시 성동구 금호산2길 8,서울 성동구,,백반/가정식,금남시장,20210810,,-0.26947737,-0.0292887029,1.127895267,9.067116617,659.2100418,0.0105394601,0.0154584543,0.00090314
5970C28B1D,33****,서울특별시 성동구 금호산길 10,서울 성동구,,마카롱,금남시장,20221117,,0.962746689,-0.0300429185,1.25,25.26214598,658.6978541,-0.000356881052,0.020954284,0.008972916
98C0A088C7,백설*******,서울특별시 성동구 금호산길 16,서울 성동구,,농산물,금남시장,20230407,,0.0758098044,-0.0272373541,1.324675325,95.11791433,660.6031128,0.03085542,0.0150067308,0.003468216
D88940EE2F,서박*****,서울특별시 성동구 금호산길 42,서울 성동구,,한식-찌개/전골,신금호,20190410,,-0.870223652,-0.0454545455,1.214814815,12.09589805,648.2318182,-0.0157945919,0.0227628447,0.00077512435
E34A466260,박여*****,서울특별시 성동구 금호산길 49,서울 성동구,,한식-감자탕,신금호,20200304,,0.223606798,-0.0479452055,1.147058824,20.03784804,646.540411,0.0191780822,0.0102534178,0.030390026
D64DEC08B9,나들*,서울특별시 성동구 금호산길 55,서울 성동구,,한식-단품요리일반,신금호,20230901,,-0.643703381,-0.0422535211,1.266375546,18.46532011,650.4056338,-0.0159342547,0.00991395189,0.012421345
9E60F0517D,공들***,서울특별시 성동구 금호산길 59,서울 성동구,,반찬,신금호,20171106,,-0.181071492,-0.0260869565,0.303030303,21.72259686,661.3843478,-0.012254902,0.0129305607,0.14398935
E811B2836B,도스***,서울특별시 성동구 금호산길 59,서울 성동구,기타세계요리2,기타세계요리,신금호,20200326,,0.962746689,-0.0260869565,1.666666667,18.51137984,661.3843478,-0.00244498778,0.013908258,0.004058204
A7B5BBED77,등촌*****,서울특별시 성동구 금호산길 65,서울 성동구,한식-국수/만두4,한식-국수/만두,신금호,20240618,,-0.704284406,-0.0416666667,0.666666667,8.240401251,650.8041667,0.000939849624,0.00881104096,0.0013761603
35A4AA3FB1,와플**********,서울특별시 성동구 금호산길 67,서울 성동구,베이커리8,베이커리,신금호,20220607,,-0.907402845,-0.0327868852,1.204301075,20.5259337,656.8344262,0.0319806504,0.0195997446,0.00021326584
235801F5F3,초능******,서울특별시 성동구 금호산길 71,서울 성동구,,일식당,신금호,20240201,,-0.675837818,-0.0454545455,1.952054795,22.52067856,648.2318182,-0.0157945919,0.0227628447,0.001583838
7D812F3CC3,메가***********,서울특별시 성동구 금호산길 71,서울 성동구,커피전문점2,커피전문점,신금호,20230104,,-0.674390815,-0.0275229358,0.629268293,13.97497096,660.4091743,-0.0434547972,0.0222733143,0.0006135514
5E180A9A93,죠스*************,서울특별시 성동구 금호산길 71,서울 성동구,,아이스크림/빙수,신금호,20220316,,-0.264021592,-0.0454545455,0.85483871,18.20159741,648.2318182,-0.0157945919,0.0227628447,0.014487538
885A9CCE76,모어******,서울특별시 성동구 둘레11길 26,서울 성동구,,와인바,성수,20210630,,1.675415633,-0.0321469575,1.149425287,38.03001864,657.2690011,0.0038030748,0.0100252535,0.04205404
BE39038248,일호*,서울특별시 성동구 둘레15길 11,서울 성동구,,베이커리,성수,20221012,,2.241509566,-0.0287769784,1.157232704,17.11771864,659.557554,0.00705862541,0.00564802331,0.012375523
E0F74B2307,바아******,서울특별시 성동구 둘레15길 11,서울 성동구,,한식-단품요리일반,성수,20231005,,2.398984828,-0.0270541082,1.529307282,101.2950347,660.7275551,0.0121771783,0.00833883986,0.001862143
9194148F99,도믹*,서울특별시 성동구 둘레9가길 9,서울 성동구,,양식,성수,20190215,,2.383012499,-0.0270541082,1.197781885,18.44265221,660.7275551,0.0121771783,0.00833883986,0.004932913
0305234DDB,이디**********,서울특별시 성동구 둘레9나길 7,서울 성동구,,식료품,성수,20170830,,2.667977271,-0.0304347826,1.298578199,22.55523944,658.4317391,0.0186370456,0.0270532022,0.0016491682
E254F12E10,치즈****,서울특별시 성동구 뚝섬로3길 9,서울 성동구,,샌드위치/토스트,성수,20210311,,2.325173703,-0.0325945241,1.142857143,25.40451528,656.9650587,-0.000356881052,0.020954284,0.00398848
FD2188337A,한*,서울특별시 성동구 뚝섬로4길 5,서울 성동구,,한식-육류/고기,성수,20180214,,1.55689242,-0.0284552846,1.026578073,14.64567009,659.7760163,0.000913111776,0.00360941037,0.039717004
0C074FD60A,사운*******,서울특별시 성동구 뚝섬로7길 6,서울 성동구,,카페,성수,20231102,,2.478998501,-0.0307354555,1.014873141,26.15990945,658.2275521,0.0473697543,0.0201323539,0.008133009
8A38507519,키*,서울특별시 성동구 뚝섬로7길 6,서울 성동구,,일식당,성수,20230406,,2.208997069,-0.0292275574,1.13961039,18.7814626,659.2515658,-0.00633619599,0.0194550051,0.006784657
9C19A99FAE,포포**,서울특별시 성동구 뚝섬로7길 6,서울 성동구,,일반 유흥주점,성수,20241108,,1.396136347,-0.0259615385,1.258741259,29.8584054,661.4695192,-0.00548096438,0.0184036441,0.009354958
425547857A,우시****,서울특별시 성동구 뚝섬로9길 3,서울 성동구,,한식-육류/고기,성수,20211214,,1.52827325,-0.0296924708,0.714666667,22.21127998,658.9358431,0.011319638,0.0184638336,0.005460419
8ACF85E477,강*,서울특별시 성동구 뚝섬로9길 8,서울 성동구,,양식,성수,20230712,,2.398517427,-0.0287769784,0.6277666,18.23864045,659.557554,0.00705862541,0.00564802331,0.0050047534
2E344F415F,강별********,서울특별시 성동구 뚝섬로9길 8,서울 성동구,,양식,성수,20240828,,2.367895587,-0.0267857143,1.200723327,33.96671795,660.9098214,0.0148386313,0.0130270005,0.0037233974
F24E9532C3,역전*********,서울특별시 성동구 마조로 15-2,서울 성동구,호프/맥주5,호프/맥주,한양대,20231017,,0.669272356,-0.0428571429,0.286738351,12.3254233,649.9957143,-0.119091266,0.0674364835,0.00083461613
E2AFB2BDCB,싸구***,서울특별시 성동구 마조로 15-3,서울 성동구,,포장마차,한양대,20210624,,1.30188911,-0.0423452769,1.103448276,26.18642587,650.3433225,0.0281171377,0.0277105171,0.00097114115
